Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDF59,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,12.5,127.102,3.9
Low Fat,FDF35,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.15486,15,106.1938,3.9
Regular,FDX49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.10204,4.615,231.93,3.9
Regular,FDV37,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.08368,13,198.5426,3.9
Regular,FDZ02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.03822,6.905,99.8726,3.9
Regular,FDN04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.01412,11.8,178.5344,3.9
Regular,FDH28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.11025,15.85,37.3506,3.9
Regular,FDB41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.09751,19,48.1718,3.9
Regular,FDR32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.08598,6.78,228.4694,3.9
Regular,FDW27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.15116,5.86,156.6314,3.9
Regular,FDR34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.016,17,229.1352,3.9
Regular,FDE23,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.05329,17.6,47.306,3.9
Regular,FDM60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0,10.8,40.7138,3.9
Regular,FDM36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.05906,11.65,172.0422,3.9
Regular,FDA25,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.06851,16.5,103.699,3.9
Regular,FDQ40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.03623,11.1,175.0712,3.9
Regular,FDN16,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.06305,12.6,102.399,3.9
Regular,FDR28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.02604,13.85,161.221,3.9
Regular,FDU44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.05876,12.15,161.0552,3.9
Regular,FDD56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.10437,15.2,177.1054,3.9
Regular,FDS32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02982,17.75,139.9838,3.9
Regular,FDI08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06667,18.2,248.1092,3.9
Regular,FDJ21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03875,16.7,143.8102,3.9
Regular,FDX57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04753,17.25,96.9068,3.9
Regular,DRC36,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04524,13,174.1054,3.9
low fat,FDN24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.11391,14.1,53.3956,3.9
Low Fat,FDJ48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05642,11.3,247.8118,3.9
Low Fat,FDN48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06494,13.35,90.0804,3.9
Low Fat,FDW48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00854,18,81.2618,3.9
Low Fat,FDO37,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02137,8.06,231.7326,3.9
Low Fat,FDS14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04995,7.285,156.5288,3.9
Low Fat,FDU14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03475,17.75,248.275,3.9
Low Fat,FDX28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.12515,6.325,99.2042,3.9
Low Fat,FDD45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11623,8.615,95.9436,3.9
Low Fat,FDU32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02596,8.785,120.9414,3.9
Low Fat,FDI32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.17434,17.7,116.6834,3.9
Low Fat,NCZ05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05812,8.485,104.499,3.9
Low Fat,NCN17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05493,11,101.7358,3.9
Low Fat,NCJ54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06006,9.895,234.2642,3.9
Low Fat,NCP54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03514,15.35,124.373,3.9
Low Fat,NCR54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,16.35,198.211,3.9
Low Fat,NCE42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0106,21.1,233.9958,3.9
Low Fat,FDK27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00894,11,122.3756,3.9
Low Fat,FDM03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.12301,12.65,106.0938,3.9
Low Fat,FDT03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,21.25,185.5608,3.9
Low Fat,NCO02,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07335,11.15,66.8142,3.9
Low Fat,DRG37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01937,16.2,155.8972,3.9
Low Fat,FDD35,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,12.15,119.244,3.9
Low Fat,FDE59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06228,12.15,37.9532,3.9
Low Fat,FDI35,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04128,14,182.4634,3.9
Regular,FDV11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08165,9.1,177.0054,3.9
Regular,FDM02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07372,12.5,85.6198,3.9
Regular,FDQ01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.16067,19.7,254.7014,3.9
Regular,FDA52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1284,16.2,178.337,3.9
Regular,FDE17,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05445,20.1,151.7366,3.9
Regular,FDN56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10704,5.46,144.2786,3.9
Regular,FDZ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10997,12.5,82.7592,3.9
Regular,FDQ55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01304,13.65,114.7834,3.9
Regular,FDX32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09984,15.1,143.3786,3.9
Regular,FDZ31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1132,15.35,190.8504,3.9
Regular,FDY33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,14.5,159.3262,3.9
low fat,FDP57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05243,17.5,103.999,3.9
low fat,DRF37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08432,17.25,263.391,3.9
Low Fat,FDP38,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.05373,10.1,49.8008,3.9
Low Fat,FDB27,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.09271,7.575,197.7768,3.9
Low Fat,FDQ04,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.14186,6.4,41.0796,3.9
Low Fat,FDD57,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.03749,18.1,95.5094,3.9
Low Fat,NCY41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.12677,16.75,35.7532,3.9
Low Fat,NCK06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.01447,5.03,122.0756,3.9
Low Fat,FDR09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.1301,18.25,257.2962,3.9
Low Fat,DRJ01,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.19254,6.135,160.2236,3.9
Low Fat,DRE49,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.03557,20.75,151.8024,3.9
Regular,FDM51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0,11.8,102.4674,3.9
Regular,FDX03,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.10226,15.85,47.1744,3.9
Regular,FDN39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.10967,19.35,166.0816,3.9
Regular,FDZ21,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.06565,17.6,94.841,3.9
LF,NCV29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.02282,11.8,177.0686,3.9
Low Fat,FDX60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08053,14.35,79.296,3.9
Low Fat,FDU13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0,8.355,145.6418,3.9
Low Fat,FDZ38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.00799,17.6,171.6422,3.9
Low Fat,FDB17,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03664,13.15,180.7976,3.9
Low Fat,FDI56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.09331,7.325,92.7146,3.9
Low Fat,FDQ44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.03611,20.5,120.1756,3.9
Low Fat,DRG11,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.08377,6.385,109.8596,3.9
Low Fat,NCZ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.05808,8.485,103.199,3.9
Low Fat,NCK17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.03786,11,40.948,3.9
Low Fat,NCK53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.03755,11.6,101.2042,3.9
Low Fat,NCP02,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.04477,7.105,58.2562,3.9
Low Fat,NCN18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.12461,8.895,113.1544,3.9
Low Fat,FDJ45,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.07335,17.75,34.2216,3.9
Low Fat,FDD34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01586,7.945,161.821,3.9
Low Fat,FDS57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.10336,15.5,142.847,3.9
Low Fat,DRD24,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.03077,13.85,141.7154,3.9
Regular,FDU24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0,6.78,94.012,3.9
Regular,FDU12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.07569,15.5,262.9568,3.9
Regular,FDM25,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06062,10.695,174.0712,3.9
Regular,FDY49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.012,17.2,165.3184,3.9
Regular,FDL02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.104,20,107.4622,3.9
Regular,FDE51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.09639,5.925,45.6086,3.9
Regular,FDA04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06667,11.3,259.1962,3.9
Regular,FDE04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01801,19.75,180.466,3.9
Regular,FDL32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0,15.7,112.4544,3.9
Regular,FDQ15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.15095,20.35,81.0276,3.9
low fat,FDV25,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.04561,5.905,221.5456,3.9
reg,FDQ48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03438,14.3,96.5726,3.9
reg,FDO31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.02896,6.76,78.396,3.9
Low Fat,FDT48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04614,4.92,199.1084,3.9
Low Fat,FDF12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08276,8.235,146.5076,3.9
Low Fat,FDG52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0659,13.65,46.1402,3.9
Low Fat,FDI56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09377,7.325,90.3146,3.9
Low Fat,FDD45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11672,8.615,95.4436,3.9
Low Fat,DRG23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,8.88,154.0682,3.9
Low Fat,DRI47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02101,14.7,144.5128,3.9
Low Fat,NCW54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09681,7.5,56.2588,3.9
Low Fat,NCE18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02151,10,247.775,3.9
Low Fat,NCK54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,12.15,118.515,3.9
Low Fat,FDP27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11994,8.155,189.153,3.9
Low Fat,FDQ58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01536,7.315,154.334,3.9
Low Fat,DRK13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11564,11.8,199.7084,3.9
Low Fat,DRM37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09679,15.35,197.2768,3.9
Low Fat,FDC11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14237,20.5,90.6172,3.9
Regular,FDY12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14118,9.8,50.5008,3.9
Regular,FDU12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07606,15.5,265.1568,3.9
Regular,FDE40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.6,62.4194,3.9
Regular,FDB29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05263,16.7,113.4176,3.9
Regular,FDB41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09771,19,48.6718,3.9
Regular,FDR56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10118,15.5,198.9768,3.9
Regular,FDJ58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10573,15.6,169.9764,3.9
Regular,DRD01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06142,12.1,56.7614,3.9
reg,FDA55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05722,17.2,225.4088,3.9
Low Fat,FDS48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02764,,149.4708,3.9
Low Fat,FDG02,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01121,,191.4188,3.9
Low Fat,DRG03,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06169,,153.9998,3.9
Low Fat,DRK39,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04962,,83.225,3.9
Low Fat,FDD39,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06982,,214.385,3.9
Low Fat,FDB17,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03649,,179.0976,3.9
Low Fat,FDY07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,45.9402,3.9
Low Fat,NCC19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09641,,192.982,3.9
Low Fat,NCE07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01307,,140.9154,3.9
Low Fat,NCF19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03494,,49.0034,3.9
Low Fat,NCG18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02287,,102.8332,3.9
Low Fat,NCJ18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.16315,,116.6124,3.9
Low Fat,NCQ18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13442,,99.67,3.9
Low Fat,FDV15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14546,,105.7648,3.9
Low Fat,FDN45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11753,,222.7088,3.9
Low Fat,DRE49,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,153.8024,3.9
Regular,FDB36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04829,,133.1626,3.9
Regular,FDY47,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05422,,129.131,3.9
Regular,FDF28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03768,,125.1046,3.9
Regular,FDF29,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01984,,128.131,3.9
Regular,FDX07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02281,,183.495,3.9
Regular,FDY56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06211,,223.7062,3.9
Regular,FDW51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0942,,213.356,3.9
Regular,FDG21,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14559,,148.705,3.9
Regular,FDJ34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0932,,125.5704,3.9
Regular,DRA24,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03973,,165.7868,3.9
low fat,NCY41,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07537,,35.2532,3.9
Regular,FDS46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04726,17.6,119.6782,3.8
Low Fat,NCF19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03531,13,47.5034,3.8
Low Fat,NCK19,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.15142,9.8,194.3478,3.8
Regular,FDS15,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0785,9.195,108.7596,3.8
Regular,FDY34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01103,10.5,166.4842,3.8
Regular,FDU45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03533,,115.3518,3.8
Low Fat,FDR02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.02205,16.7,110.2886,3.8
Low Fat,FDS48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02778,15.15,150.1708,3.8
Regular,FDY56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06251,16.35,227.1062,3.8
Low Fat,FDW23,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.14359,,37.3164,3.8
Low Fat,FDE24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09344,14.85,141.0812,3.8
Regular,FDQ45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01091,9.5,182.3608,3.8
Low Fat,NCP42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0162,8.51,195.2478,3.8
Low Fat,FDK43,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0269,9.8,128.402,3.8
Low Fat,FDA44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.08908,19.7,54.593,3.8
Low Fat,NCG43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07454,20.2,94.1462,3.8
Regular,FDS45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.02947,5.175,105.4622,3.8
Low Fat,FDS03,Meat,2011,OUT010,Tier 3,Medium,Grocery Store,0.13328,7.825,63.2826,3.8
Low Fat,FDQ23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02452,6.55,100.6332,3.8
Low Fat,FDO13,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06101,7.865,166.0526,3.8
Low Fat,DRD49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1678,9.895,239.4564,3.8
Low Fat,NCK17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03771,,41.548,3.8
Low Fat,FDT08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0493,13.65,150.505,3.8
low fat,FDL46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.05436,20.35,117.9466,3.8
Low Fat,NCQ05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03616,11.395,150.1708,3.8
reg,FDW46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07059,13,65.9484,3.8
Regular,FDR19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.15959,13.5,145.3102,3.8
Low Fat,FDE45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04036,12.1,177.8002,3.8
Low Fat,NCO17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0,10,120.644,3.8
LF,FDM21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06446,20.2,255.7646,3.8
Low Fat,FDV24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,5.635,148.705,3.8
Low Fat,FDG60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06079,20.35,233.6616,3.8
Low Fat,FDO13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06115,7.865,165.3526,3.8
Low Fat,FDO50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07829,16.25,93.1804,3.8
Low Fat,FDS26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08961,20.35,262.1594,3.8
Low Fat,DRH39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09283,20.7,77.667,3.8
Low Fat,FDF09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01217,6.215,37.4848,3.8
Low Fat,FDE57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03634,9.6,142.9154,3.8
Low Fat,FDW08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14861,12.1,104.528,3.8
Low Fat,NCV41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01707,14.35,109.5228,3.8
Low Fat,FDD22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0998,10,113.7544,3.8
Low Fat,DRJ25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1508,14.6,48.7692,3.8
Regular,FDB12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10547,11.15,105.8648,3.8
Regular,FDF24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02541,15.5,83.2934,3.8
Regular,FDS46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04733,17.6,120.8782,3.8
low fat,NCJ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08077,5.82,169.179,3.8
reg,FDR15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03349,9.3,156.6314,3.8
LF,FDA10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2483,,124.1072,3.8
LF,FDY21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.30374,,196.011,3.8
LF,DRG37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.03393,,154.3972,3.8
Low Fat,FDT60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.13228,,123.8388,3.8
Low Fat,FDW48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0,,81.8618,3.8
Low Fat,FDG02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.01972,,191.9188,3.8
Low Fat,FDG32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.30815,,222.0772,3.8
Low Fat,DRI11,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.06024,,115.9834,3.8
Low Fat,NCN29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.02121,,48.2034,3.8
Low Fat,NCB31,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.20778,,262.291,3.8
Low Fat,NCN43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.01184,,121.373,3.8
Regular,FDG12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0,,121.3098,3.8
Regular,FDV60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.20548,,198.011,3.8
Regular,FDZ32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.06677,,107.1964,3.8
LF,NCF55,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02167,6.675,33.3874,3.8
Low Fat,FDA11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04324,7.75,92.5436,3.8
Low Fat,FDO12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05493,15.75,194.4452,3.8
Low Fat,FDE38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04461,6.52,164.2842,3.8
Low Fat,DRD15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0568,10.6,232.8642,3.8
Low Fat,FDE53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02688,10.895,106.428,3.8
Low Fat,FDB45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02133,20.85,105.5306,3.8
Low Fat,NCZ29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07137,15,125.2362,3.8
Low Fat,NCF06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0202,6.235,257.9962,3.8
Low Fat,NCT18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05941,14.6,179.6976,3.8
Low Fat,FDY51,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08113,12.5,220.0798,3.8
Low Fat,NCK31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02705,10.895,50.6666,3.8
Low Fat,FDQ58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0153,7.315,154.434,3.8
Low Fat,FDP34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13723,12.85,155.563,3.8
